HARMFUL_SK,HARMFUL_DESCRIPTIONS,HARMFUL_CODES
108ec58414c9ec50f327d8bba2b74c40,IMPACT ATTENUATOR;Ran Off Road-Right,20;63
b6bf46d9a3398c3e11ffa2f804ef347a,TREE;Ran Off Road-Right;Cross Center Line,42;63;68
0a9bd2a93d66ea5b288468e7075426d8,LUMINAIRE/LIGHT SUPPORT;DITCH,29;34
ae1b82fb2c8514c5cfa22ce6421bddbd,CURB;DITCH;FENCE,33;34;38
7bbf2007c61c245defe7a6892665d2fd,H-WAY TRAFFIC SIGNAL POST;OTHER POST; POLE; SUPP.,27;31
c72632d331699fe4c25f37a37e826b7c,THROWN OR FALLING OBJECT;CONCRETE TRAFFIC BARRIER,16;36
89af4b531ae0009cedc1f78c4f9281ff,IMPACT ATTENUATOR,1;20
91681bf7de6fdc388381ced1fa8190c0,GUARDRAIL FACE;WALL;Ran Off Road-Right,24;39;63
cde0ee3dab8fcf45661b815275605884,CURB;OTHER FIXED OBJECTS,33;43
423c4ead7b5910e58150fe100942ae5f,GUARDRAIL FACE;DITCH;Ran Off Road-Left,24;34;64
69621e47d1a1293852f35e6464e9f170,MOTOR VEHICLE IN TRANSPORT;OTHER POST; POLE; SUPP.;TREE;Ran Off Road-Right;EMBANKMENT EARTH,12;31;42;63;71
c82762c7393871afd7e8b1c3e2df3f7c,LUMINAIRE/LIGHT SUPPORT;Ran Off Road-Right,29;6;63
a2f9411466081e372955bd944240385a,MOTOR VEHICLE IN TRANSPORT;MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;SHRUBBERY,12;13;41
20c92006cd357842fb004e58ffd72e5c,BOULDER;Ran Off Road-Right,1;17;63
7b152bf9878e2d4811550fe847a4f0b3,DITCH;FENCE;SHRUBBERY,34;38;41
3fa0f630990067ccae58ac94c9af73f8,MOTOR VEHICLE IN TRANSPORT;BUILDING;UTILITY POLE,12;19;30
356a1843ad287eb5adcb4b385e738b78,CULVERT;MAIL BOX;EMBANKMENT ROCK/STONE/CONCRETE,32;40;72
0f252f0113a864776f39f7262f5209c5,LUMINAIRE/LIGHT SUPPORT;TREE;Ran Off Road-Right;UNKNOWN MOST HARMFUL EVENT,29;42;63;99
e7c88f595bfb2b894c8a8877f92db242,OTHER OBJECT (NOT FIXED);Bridge/Overhead Structure,18;75
1f00651e846373fb2cfa7e8dfedb811e,H-WAY TRAFFIC SIGNAL POST;MAIL BOX;FIRE HYDRANT,27;40;47
186b46e31384373607df2225f337441b,IMPACT ATTENUATOR,20;7
c1bf24a9e01aa50f32dd380a25f57a64,OTHER OBJECT (NOT FIXED);CONCRETE TRAFFIC BARRIER;Ran Off Road-Right,18;36;63
671a8870ee074292e4df941d0b16cd4c,WALL;MAIL BOX;Ran Off Road-Right,39;40;63
c9ac181fe5a7ecf6937f3ef8e6744c5f,MOTOR VEHICLE IN TRANSPORT;OTHER OBJECT (NOT FIXED);OTHER POST; POLE; SUPP.,12;18;31
6efbf7a26338a29b644e4e460fbee6ca,MOTOR VEHICLE IN TRANSPORT;Ran Off Road-Left;EMBANKMENT EARTH,1;12;64;71
5b1d1d5f0c616aa92a2e5dbd5fd3d753,OTHER OBJECT (NOT FIXED);SHRUBBERY;Ran Off Road-Right,18;41;63
491304d2a0fc0cb502e38eaad0ac5b4b,FENCE;SHRUBBERY;OTHER FIXED OBJECTS;Ran Off Road-Left,38;41;43;64
d589ce2adf7f91376ba68b33ea6ba57a,EMBANKMENT MATERIAL UNKNOWN,73
6016bdaf9abc6256d7973b20acc43a21,THROWN OR FALLING OBJECT;Equip Failure,16;61;7
d4021e63947e27a22b1a9326abd210b1,CURB;MAIL BOX,33;40
fec311b5dad13dd0f50158ee146df44b,DITCH;MAIL BOX;DEER (ANIMAL);Ran Off Road-Right,34;40;50;63
010ef32fd73017f37067a46435d0ce75,OTHER TYPE NON-MOTORIST;UTILITY POLE,15;30
b3cc80c98757d073a588921a3719bd3b,PARKED MOTOR VEHICLE;Set In Motion By Motor Vehicle;Motor Vehicle-In-Motion Outside Trafficw;PEDESTRIAN,14;54;55;8
587fd1b71a63d7ec78e2057f57181e96,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE;OTHER POST; POLE; SUPP.,12;30;31
dff0d938c59410fc96776d83a393eef2,MAIL BOX;TREE,1;40;42
20d45dee1c8d70703862b78d32f5e18a,MOTOR VEHICLE IN TRANSPORT;OTHER OBJECT (NOT FIXED);OVERHEAD SIGN SUPPORT,12;18;28
f85444352b5d2598b467a6948928f3ea,MOTOR VEHICLE IN TRANSPORT;WALL;OTHER FIXED OBJECTS,12;39;43
899242a7299380dd2d95afa87540c8fb,GUARDRAIL FACE,24;6
998abf878378b0ad5129e014db4dd033,DITCH;Motor Vehicle-In-Motion Outside Trafficw;EMBANKMENT EARTH,34;55;71
2dec616b6f1ce1f1a6a2ab289dff7831,LUMINAIRE/LIGHT SUPPORT;FENCE,29;38
d508362d320bf1ecb936c856a3239e77,GUARDRAIL FACE;FENCE;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Right;EMBANKMENT EARTH,24;38;55;63;71
7b0384d6c169d8f93b491e744a1ca6b0,MOTOR VEHICLE IN TRANSPORT;DITCH;OTHER FIXED OBJECTS,12;34;43
bb7983c5d2c779cec9728910c1caaade,CONCRETE TRAFFIC BARRIER,36;6
b6d54eb6b4dea304760a09788b292a10,OTHER OBJECT (NOT FIXED);WORKING MOTOR VEHICLE,18;45
4dce6b58b7b05f42c5bd280422a1ecf0,DITCH;TREE;Vehicle Airborne,34;42;67
49661d0b68f6bb303dc350ef56d5a698,MOTOR VEHICLE IN TRANSPORT;CURB;FENCE,12;33;38
914354178905ac593cc572e8ac65d3d8,BUILDING;OTHER FIXED OBJECTS,19;43
5c85afd886cbb1a7a4040d52373dd55c,OTHER ANIMAL;DITCH,11;34
8fdf401975d4312f77d4f1e978dd4b31,MOTOR VEHICLE IN TRANSPORT;H-WAY TRAFFIC SIGNAL POST;CURB;TREE,12;27;33;42
b4e0f753428568a82530558fb95c7d41,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE;Cargo Equip Loss/Shift,12;24;60
bb5610eb584bdeb14f2bbe1ef831118c,DITCH;OTHER FIXED OBJECTS;Ran Off Road-Right;Ran Off Road-Left,1;34;43;63;64
197d7079b2d526491df77baa288dc25f,CULVERT;DITCH,1;32;34
ae541d7b7820529c26d2bca380640ae0,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE;CONCRETE TRAFFIC BARRIER,12;30;36
2150e55cc5fb82246e4ff0cfb657adc0,BOULDER;TREE,17;42
5e72ca3e47f55195828d42780e5ffe90,GUARDRAIL FACE;CULVERT;TREE;Ran Off Road-Left,24;32;42;64
499fa1dcb88088c091a80cef180c5629,MAIL BOX,1;40
e1c7be4f43fb45d0f1027e860ada9969,CURB;FENCE;SHRUBBERY;TREE,33;38;41;42
c59b7df6637983f7706fec3696f71ce1,MOTOR VEHICLE IN TRANSPORT;FENCE,1;12;38
6400b753ac20f8168f8f0fc47454e8bf,BOULDER;Ran Off Road-Left,17;64
88609ae6f1ff9077b763d38b204a2434,PARKED MOTOR VEHICLE;CURB;OTHER FIXED OBJECTS,14;33;43
e502180c881563a46c8ffb2aa6753a43,UTILITY POLE;FENCE;UNKNOWN MOST HARMFUL EVENT,30;38;99
13345e528156ce1a966890386f2de024,OTHER FIXED OBJECTS;Set In Motion By Motor Vehicle,43;54
e689a61b2bdb01346efa7614f33452f4,MOTOR VEHICLE IN TRANSPORT;BUILDING;FENCE,12;19;38
3c32d5dca2d57e7e414e1a50581d2853,MOTOR VEHICLE IN TRANSPORT;Ran Off Road-Right,1;12;63;7
20752484d9278f0a58300f42d5614229,MOTOR VEHICLE IN TRANSPORT;MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;GUARDRAIL FACE;Ran Off Road-Right,12;13;24;63
359e4fafb67e8d08ae78ed36a449cc72,CULVERT,32;7
e119265ecb8836182ca933c5205737ea,BOULDER;EMBANKMENT ROCK/STONE/CONCRETE,17;72
c9cf6b0071301b44a421ae0c7a0fdd65,MOTOR VEHICLE IN TRANSPORT;LUMINAIRE/LIGHT SUPPORT;OTHER FIXED OBJECTS;FIRE HYDRANT;PEDESTRIAN,12;29;43;47;8
be77bb3eae66abb0ee4ec36ad778a0a7,DITCH;FENCE;TREE,34;38;42
31dcd623ae43e53092f9cea1991a47fb,TREE;Ran Off Road-Right;Ran Off Road-Left;Cross Median,42;63;64;65
8ce42582eea95102f2661969372ea773,BUILDING;DITCH;FENCE,19;34;38
a77a9ad61ceaf22a59e1a688b18406ff,BUILDING;SHRUBBERY,19;41
7fa71e9ef6e39d1f0cf0b1131ef8338b,DITCH;TREE;Ran Off Road-Left,34;42;64
e734791643db1a801dcec84884673833,MOTOR VEHICLE IN TRANSPORT;CULVERT;Ran Off Road-Left,12;32;64
71ae967d8e372726b6fda30ff65b3406,MOTOR VEHICLE IN TRANSPORT;OTHER OBJECT (NOT FIXED);GUARDRAIL FACE;Equip Failure,12;18;24;61
f1deb287a34f838b47f144dead59129c,MOTOR VEHICLE IN TRANSPORT;Ran Off Road-Right;Cross Center Line;EMBANKMENT ROCK/STONE/CONCRETE,12;63;68;72
639e94d6fb6fa934e3d1a9b987b80381,Occupant Struck By Own Vehicle,7;74
5908c21afecfe12a631d1de56d9a2a92,LUMINAIRE/LIGHT SUPPORT;OTHER POST; POLE; SUPP.,29;31
8ae733283cbae09f83f9aa4d42296927,PARKED MOTOR VEHICLE;PAVED SURFACE-IRREGULAR,14;44
af27183dfbf4b4c809b1f0fd6abebadb,CURB;WALL,33;39
d1a88a69e1fe91b2c4a9ab143410b71c,OTHER OBJECT (NOT FIXED);WALL,18;39;7
85f962422e9eed5b1deba7897259b718,OTHER OBJECT (NOT FIXED);DITCH;WALL;Ran Off Road-Right,18;34;39;63
60745b3d4032510ca5c1a5e8f481a506,DITCH;FIRE HYDRANT,1;34;47
54a61f00ca2bd6890664e54c9c11c666,MOTOR VEHICLE IN TRANSPORT;BOULDER;Ran Off Road-Right,12;17;63
5563c57ef04c8d96deca260b22cd6a17,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL END;TREE;Set In Motion By Motor Vehicle;Ran Off Road-Left,12;25;42;54;64
d7f231167d163241e7fc7c91dd0063ba,H-WAY TRAFFIC SIGNAL POST,27;7
dfeb2a2c726de173849826ed1d51fb8f,LUMINAIRE/LIGHT SUPPORT;FIRE HYDRANT,29;47
9bfa8acb47c67b44bae27cefc501e730,OTHER OBJECT (NOT FIXED);EMBANKMENT EARTH,18;71
fcca253781ca8a5aae053e6f439bea42,MOTOR VEHICLE IN TRANSPORT;OTHER POST; POLE; SUPP.;Ran Off Road-Right,12;31;63;7
85293bf0e4c6c362683667c4d5c19b4d,MOTOR VEHICLE IN TRANSPORT;Cable Barrier;EMBANKMENT EARTH,12;57;71
2d954ccf2c42900a60872635292239ff,UNKNOWN,6
b3d42e13b31a34cc3825b39d537e3fb1,WORKING MOTOR VEHICLE,45
34fcf84a723d64d30df7d411ae7a3309,UTILITY POLE;WALL,30;39
62b9e6607331c733c7a65821e6cabf4d,BUILDING;UTILITY POLE;OTHER FIXED OBJECTS,19;30;43
777158503fb36c1ee87aaccdfff952c2,IMPACT ATTENUATOR;H-WAY TRAFFIC SIGNAL POST,20;27
8f7c47c666bf7dfe6d1fc7e574bf494d,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE;DITCH,1;12;24;34
6842ddc549362765716ec5961394f09f,MOTOR VEHICLE IN TRANSPORT;CURB;TREE,12;33;42
b20e6f89263814db9a7c944bfd97c8c5,OTHER ANIMAL;DITCH;Ran Off Road-Right,11;34;63
271ce6ecf2d09590a80d6e7975652c5b,GUARDRAIL FACE;GUARDRAIL END;CONCRETE TRAFFIC BARRIER,24;25;36
0148106862f1152d8010fcff37aca9cd,UTILITY POLE;TREE;Ran Off Road-Left,1;30;42;64
984fbd005dd26db8d1b07f35887dc7fb,OTHER POST; POLE; SUPP.;CONCRETE TRAFFIC BARRIER,31;36
bb5588dcabf2bc9262a81eda3dbfe5af,BUILDING;CURB;FENCE,19;33;38
a42054cd6284250faa82cd4d4d40800f,LUMINAIRE/LIGHT SUPPORT;Ran Off Road-Right,29;63;7
d5e888f6d6a23b6393923731339a5e7c,MOTOR VEHICLE IN TRANSPORT;CONCRETE TRAFFIC BARRIER;Cable Barrier,12;36;57
a202a84990b6b0c84218ff01f12beda7,GUARDRAIL FACE;CULVERT,1;24;32
c3eec8fd232d657b227b3582103957c7,GUARDRAIL END;Ran Off Road-Right,1;25;63
080177cee8c7f99d257fc563585a8901,OTHER POST; POLE; SUPP.;SHRUBBERY;Ran Off Road-Left,31;41;64
389752306a75a069f03857461098197c,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;FENCE;WALL,12;14;38;39
4b634fedae3025adfd1aa4b72527bddb,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE;MAIL BOX;TREE,12;30;40;42
27760649169b1126b6a0e5e0d4257bf0,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE;CURB,12;30;33
574900b71929772020cb186174ecc300,OVERHEAD SIGN SUPPORT;OTHER FIXED OBJECTS,28;43
7530e5a3389f0035f50a1ee6e2a2ed52,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;OTHER OBJECT (NOT FIXED);UTILITY POLE;MAIL BOX,12;14;18;30;40
9a4a5831266fb00c3a3e554ea008664f,OTHER ANIMAL;MAIL BOX,11;40
b331035927a146bcc9ce03c81193881f,IMPACT ATTENUATOR;CONCRETE TRAFFIC BARRIER;Ran Off Road-Left,20;36;64
06c539f6dd225c3522c4fb0b4b529bc9,CURB;FENCE;TREE,33;38;42
756403182356407125eeb64371d28949,MOTOR VEHICLE IN TRANSPORT;SHRUBBERY;TREE,12;41;42
8115b4c0b27675f230b424897efd7f34,UTILITY POLE;DITCH;SHRUBBERY;TREE;Ran Off Road-Left,30;34;41;42;64
c2afc27658d532d246bbf351f8a0ac44,CONCRETE TRAFFIC BARRIER;MAIL BOX;Ran Off Road-Right,36;40;63
227794b764b012f43f8137b62c3e97d5,BOULDER;OTHER POST; POLE; SUPP.,17;31
e7aea04b3a144dad52631d0485f2b258,OTHER OBJECT (NOT FIXED);Ran Off Road-Left,1;18;64
be0c0d669a6f0f04cd09b290316eade1,MOTOR VEHICLE IN TRANSPORT;IMPACT ATTENUATOR;Set In Motion By Motor Vehicle,12;20;54
60e2237bbf165a6d6349beac67d30312,TREE;FIRE HYDRANT;Ran Off Road-Left,42;47;64
e8ee2aac17b259eef55982d643dc05df,OTHER POST; POLE; SUPP.;CURB;TREE,31;33;42
ff115ca4655e572240d0d0801291b05a,LUMINAIRE/LIGHT SUPPORT;Ran Off Road-Left;Cross Median,29;64;65
93cce56ef66e601fc8f0f0f706b55146,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE;FENCE,12;30;38
283b18920ec4fe3bdb74451773e81f90,CULVERT;DITCH;Ran Off Road-Right,1;32;34;63
3ff1c5004f1e3edb52a18d9f836e870c,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE,1;12;30
9fe4237adb6a0916a00b74c68b4828d1,PARKED MOTOR VEHICLE;OTHER POST; POLE; SUPP.;Set In Motion By Motor Vehicle,14;31;54
f49bda3f4fb1b639e1be4e8db85df256,OTHER POST; POLE; SUPP.;OTHER FIXED OBJECTS,31;43
68026ddb82bc1a17d7105cb187ea166b,MOTOR VEHICLE IN TRANSPORT;H-WAY TRAFFIC SIGNAL POST;EMBANKMENT EARTH,12;27;71
1491b9ca11229265a199ee77d5a1d9a7,RAILWAY TRAIN,10
2323ab1b819590b9f4fd497e9dc41d47,MOTOR VEHICLE IN TRANSPORT,12;2
ddf282bf58ed2e31c563c29a18a516ec,THROWN OR FALLING OBJECT;GUARDRAIL END,16;25
74d10f1efde4ece553aa7435be465dbc,UTILITY POLE;OTHER POST; POLE; SUPP.;FIRE HYDRANT,30;31;47
e279af7a260e0ed4f3a0982fcfa42103,BRIDGE PIER/ABUTMENT;Cargo Equip Loss/Shift;Ran Off Road-Right,1;21;4;60;63
b025c9ebc4101881e61c40916205d315,H-WAY TRAFFIC SIGNAL POST;DITCH;SHRUBBERY;Ran Off Road-Right,27;34;41;63
e081df270ea5c63d886c079fb72745fe,PARKED MOTOR VEHICLE;Set In Motion By Motor Vehicle;Ran Off Road-Left,14;54;64
774be77f450001a20dd70e32668ac082,SHRUBBERY;Ran Off Road-Left;UNKNOWN MOST HARMFUL EVENT,41;64;99
f09701dde050b2f2a1407da26537e1f9,CULVERT;CURB,32;33
1210461de11c3a170af3930ce3ac813c,MOTOR VEHICLE IN TRANSPORT;MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;GUARDRAIL FACE,12;13;24
b3aafbfb688f0a4ef214aee181af5ea5,MOTOR VEHICLE IN TRANSPORT;MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;CURB,12;13;33
ac0e33d08b5ecd6e8d5b51fd22bf2b31,MOTOR VEHICLE IN TRANSPORT;BUILDING;CURB,12;19;33
ba0cfa00caa652cc333da1cb92529938,OTHER OBJECT (NOT FIXED);IMPACT ATTENUATOR,18;20
a523aa748814c5bc164d9b5e4ee54c37,PARKED MOTOR VEHICLE;UTILITY POLE;DITCH;MAIL BOX,14;30;34;40
0013d6a971e10188a78657c2349e5943,CURB;DITCH;EMBANKMENT EARTH,33;34;71
09e636f4a336eb860fca1f80b422653b,H-WAY TRAFFIC SIGNAL POST;Cargo Equip Loss/Shift,27;60
29495e1b3d4fd155e075e763e3161c79,OTHER OBJECT (NOT FIXED);CULVERT;Other Traffic Barrier;Ran Off Road-Left,18;32;37;64
8e82b2ff56ae5295af0c7c9dc3a4580f,MOTOR VEHICLE IN TRANSPORT;CURB;DITCH;Ran Off Road-Left,12;33;34;64
c756ed9f9bc8033f222b62ea8a9e8e40,GUARDRAIL END;UTILITY POLE,25;30
3b6b08c396b779c5f80f5827b1ae89d7,IMPACT ATTENUATOR;Cross Median,20;65
5bccf3976e827688116cd092d42605b0,CURB;FENCE;SHRUBBERY;Ran Off Road-Right,33;38;41;63
8fc68621e5dc3e5394b5bf06e4d8f95b,Equip Failure;Ran Off Road-Right;EMBANKMENT EARTH,61;63;71
b77d66b3d520153e14a41cf6b66ef2cc,MOTOR VEHICLE IN TRANSPORT;THROWN OR FALLING OBJECT;CURB,12;16;33
cfe85abee7c574fb420544696d596600,PARKED MOTOR VEHICLE;Set In Motion By Motor Vehicle;Motor Vehicle-In-Motion Outside Trafficw,14;54;55
1f5ada0395244714792faef742282387,TREE;Ran Off Road-Left,1;42;64
ccd9efd78e136fd3f1c64b00d240cba4,FENCE;OTHER FIXED OBJECTS,1;38;43
2542f4b6569af5946f8cc40b71a6781a,IMPACT ATTENUATOR;CONCRETE TRAFFIC BARRIER,20;36
56247b58d23b4cf61dbdd264933faa1b,DITCH;SHRUBBERY;TREE,34;41;42
3f34979ff4a6816af7ea8878b6bf93ec,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;GUARDRAIL END,12;14;25
d1ce3383bea6d0a534542500516f45cc,MOTOR VEHICLE IN TRANSPORT;FENCE;EMBANKMENT ROCK/STONE/CONCRETE,12;38;72
bdb45b573b291ce2568c643129fca56f,MOTOR VEHICLE IN TRANSPORT;DITCH;Ran Off Road-Right;EMBANKMENT ROCK/STONE/CONCRETE,12;34;63;72
a7284d540af794929146821aa474ebf1,UTILITY POLE;MAIL BOX;TREE,30;40;42
a4452bb60cb30e47b26652c892cd5872,OTHER OBJECT (NOT FIXED);Cable Barrier;Ran Off Road-Left,18;57;64
5582f6efac62e8044a3c283470ff1b97,TREE;Motor Vehicle-In-Motion Outside Trafficw;Occupant Struck By Own Vehicle,42;55;74
258e0a741af618789f850516643895f5,UTILITY POLE,30;7
b9f0669be5b47d4e406cc5928225a43f,MOTOR VEHICLE IN TRANSPORT;CONCRETE TRAFFIC BARRIER;Motor Vehicle-In-Motion Outside Trafficw,12;36;55
219d23420cc7a862420f3ede8d90f5e7,UTILITY POLE,30;9
1c990cc38ef224a07e45d618772a2518,Ran Off Road-Right;Ran Off Road-Left;EMBANKMENT ROCK/STONE/CONCRETE,63;64;72
8ee67deb78c58323bf986190b0a359a3,H-WAY TRAFFIC SIGNAL POST;UTILITY POLE;CURB,27;30;33;7
b1c2a347eb34e63f4e5a61eec0b99a23,GUARDRAIL FACE;CULVERT,24;32
f966a757a94687ca254af20af35b3fa6,DITCH;FENCE;OTHER FIXED OBJECTS;Ran Off Road-Left,1;34;38;43;64
9c0efe299d63a0543cb3ac19aa195c12,LUMINAIRE/LIGHT SUPPORT;CURB,29;33
836d95af756e1bc04b79a5d0a3fa99fe,DITCH;SHRUBBERY;Cross Center Line;EMBANKMENT EARTH;EMBANKMENT ROCK/STONE/CONCRETE,34;41;68;71;72
297c6aacb5b3fae39a9e3f4349d72c41,IMPACT ATTENUATOR;UTILITY POLE,20;30
b008f6500f296cb5acdd4699df1d284e,GUARDRAIL END;CONCRETE TRAFFIC BARRIER,1;25;36
26670fbe59a4f40bbbee88802a087185,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;OTHER OBJECT (NOT FIXED);SHRUBBERY;Ran Off Road-Right,12;14;18;41;63
ec0e0394b068d0e7b616e33a935b9c69,OTHER OBJECT (NOT FIXED);DITCH;EMBANKMENT EARTH,18;34;71
1ef3d63a3b77cf478cb99639aac9baec,CULVERT;DITCH;FIRE HYDRANT,32;34;47
e294e1958df85486c90729b1a3164097,H-WAY TRAFFIC SIGNAL POST;UTILITY POLE;DITCH;TREE,27;30;34;42
58590783c1f44bcf35fe903601e43738,OTHER OBJECT (NOT FIXED);UTILITY POLE;CURB,18;30;33
72e9bf719359c562d9c0ff78f26dfb47,PARKED MOTOR VEHICLE;OTHER OBJECT (NOT FIXED);WALL,14;18;39
a156cc908755622c3432037f531933bd,MOTOR VEHICLE IN TRANSPORT;MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;FIRE HYDRANT;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Right,12;13;47;55;63
3f65619e3f6d57d0c4d9d98d74196861,DITCH;WALL,1;34;39;5
0980a337ff4364b7d3868db8519a7c85,IMPACT ATTENUATOR;Other Traffic Barrier,20;37
243fcd6c29f1e494803c3d654305f43e,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL END;SHRUBBERY;Ran Off Road-Right,12;25;41;63
b173e8eb1e4168cbfdb09b6f94828f1c,GUARDRAIL FACE;CONCRETE TRAFFIC BARRIER;PAVED SURFACE-IRREGULAR;Ran Off Road-Right;Ran Off Road-Left,24;36;44;63;64
42a51306361c6c53619137710383ba07,THROWN OR FALLING OBJECT;WALL,16;39
b3f34bbc49c616f4926bb9a408eaa401,CULVERT;DITCH;MAIL BOX;Ran Off Road-Right,32;34;40;63
a1e503ebf1d91b8f154b68bc59b8216e,OTHER OBJECT (NOT FIXED);CULVERT;DITCH;Ran Off Road-Left,18;32;34;64
304bed7cfa4ac94044ab2c090863722b,UTILITY POLE;SHRUBBERY;TREE,30;41;42
5df5e3045ec412a650239716b8250ab0,CULVERT;FENCE,32;38
e86e4b28af185560f67326dcbf8286c3,TREE;Ran Off Road-Right,2;42;63
0065be214d0f0242bd178353363dd5b1,DITCH;WALL;MAIL BOX;Ran Off Road-Right,34;39;40;63
0ab607221bef0c70d09c97e896d00acc,UTILITY POLE;DITCH;MAIL BOX,1;30;34;40
e5cd6ddaabb50c21b1c74785c8a9a611,GUARDRAIL FACE,2;24;4
a7234fc80c17ceab9813e7576af74514,GUARDRAIL FACE;GUARDRAIL END;H-WAY TRAFFIC SIGNAL POST;LUMINAIRE/LIGHT SUPPORT,1;24;25;27;29
ac412006790cf7791a83f8393d278682,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;MAIL BOX,13;40
2674fa9a12b3d5db77aa12bacb83e411,MOTOR VEHICLE IN TRANSPORT;BOULDER;GUARDRAIL END;DITCH,1;12;17;25;34
c942995fead9c70717ed828ac809cc42,CULVERT;MAIL BOX,1;32;40
8481c727ff2b2786d2b797ff09238728,MOTOR VEHICLE IN TRANSPORT;OTHER OBJECT (NOT FIXED);BRIDGE PIER/ABUTMENT;UTILITY POLE;OTHER FIXED OBJECTS,12;18;21;30;43
3897aaf80f79044f388d949314f86dbb,UTILITY POLE;FENCE;MAIL BOX,30;38;40
79bee3340219d5223cfc1e181d1da622,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;LUMINAIRE/LIGHT SUPPORT,12;14;29
cb0830d276e1a55946d77c1041f1c414,Cable Barrier;Ran Off Road-Left,57;64
d2dce27b3aa5cc2de4e1025cd8b308f7,OTHER POST; POLE; SUPP.;FIRE HYDRANT;Ran Off Road-Right,31;47;63
c9b42d34d4101d22d0fcd47310029a19,MOTOR VEHICLE IN TRANSPORT;CONCRETE TRAFFIC BARRIER;Ran Off Road-Right;UNKNOWN MOST HARMFUL EVENT,12;36;63;99
ec915a2cdfadee8d1db362db305e9fb6,CULVERT;MAIL BOX;FIRE HYDRANT;Ran Off Road-Left,32;40;47;64
f0ace3a14b65093209e181e4e95e276c,H-WAY TRAFFIC SIGNAL POST;Ran Off Road-Right,1;27;63
bd061641dbf7a0584579128f903ed373,GUARDRAIL FACE;TREE;EMBANKMENT EARTH,1;24;42;71
b8724163cb4962679d9566c89e4bc28d,SHRUBBERY;EMBANKMENT EARTH;EMBANKMENT ROCK/STONE/CONCRETE,41;71;72
cb6678e33bc7bbba6ac42c40acce6676,GUARDRAIL FACE;SHRUBBERY;TREE,24;41;42
d52f997503fc4431270b2e76f2db02cf,UTILITY POLE;DITCH;Ran Off Road-Right;EMBANKMENT EARTH,1;30;34;63;71
0b1f7f803beb9254a6c2509ac55fc5b3,CULVERT;Ran Off Road-Right;Vehicle Airborne;EMBANKMENT EARTH,1;32;63;67;71
3d16e53a56511c5ee40b9f8408555de3,DITCH;Equip Failure,34;61
54549a4a7b1509677d1a88814be9c500,CURB;OTHER FIXED OBJECTS;Ran Off Road-Right,33;43;63
ce676be93908024778e01f47a1ff35d2,GUARDRAIL FACE;Vehicle Airborne,24;67
efae1633f89e64f358982250410afaa5,GUARDRAIL FACE;Ran Off Road-Right;EMBANKMENT ROCK/STONE/CONCRETE,1;24;63;7;72
8d36cc01c0dfbb115d248e2b30a6ec59,CULVERT;Motor Vehicle-In-Motion Outside Trafficw,1;32;55
6de27826e47ee19fe58ec9d4279f6b6b,MOTOR VEHICLE IN TRANSPORT;CURB;TRAFFIC SIGNAL SUPPORT,12;33;46
19f4b23c22ed4414a64ccd14c1286878,BUILDING;Ran Off Road-Left,1;19;64
9df31756a1fe35ae905f52c7d2cee69d,UTILITY POLE;CULVERT;Ran Off Road-Right,30;32;63
88b5892b6658df5c65f594ed5ad1606c,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE;OTHER POST; POLE; SUPP.;WALL;Ran Off Road-Right;Ran Off Road-Left,12;2;24;31;39;63;64
7742968585bc19da291ec23c64ca112e,CURB;WALL;MAIL BOX,33;39;40
92468e364975906242052d6c16d850f1,OTHER OBJECT (NOT FIXED);FENCE;MAIL BOX,18;38;40
e4a32bd87b2384320df78cdede4a478f,OTHER ANIMAL;MAIL BOX;Ran Off Road-Right;EMBANKMENT ROCK/STONE/CONCRETE,11;40;63;72
3af86941c753ec11569a7b2ade276b92,OTHER OBJECT (NOT FIXED);OTHER POST; POLE; SUPP.;FIRE HYDRANT,18;31;47
6062ddf0d492097f0c19dd99fe5e34c5,BUILDING;Ran Off Road-Right,19;63
